,Id,PreMinedValue,ImageUrl,FullName,Name,Symbol,Algorithm,Url,SortOrder,FullyPremined,ProofType,TotalCoinSupply,TotalCoinsFreeFloat,SmartContractAddress,Sponsored,BuiltOn,CoinName
XSG,847395,N/A,/media/30002019/sng.jpg,Snowgem (XSG),XSG,XSG,Equihash,/coins/xsg/overview,2554,0,PoW,84096000,N/A,N/A,False,N/A,Snowgem
CVTC,847402,N/A,/media/30002020/cvtc.jpg,CavatCoin (CVTC),CVTC,CVTC,DPoS,/coins/cvtc/overview,2555,0,DPoS,21000000,N/A,GNaAXizeiivxyWNx5FDJk8oUrLc7mnC99x1PQhCw73pH,False,20131,CavatCoin
FARM,847476,N/A,/media/30002023/faarm.jpg,FARM Coin (FARM),FARM,FARM,N/A,/coins/farm/overview,2558,0,PoS,10000000,N/A,0xe5d33fc146713dd632912b3c5641a235c29ecb92,False,7605,FARM Coin
NEXT,848051,N/A,/media/30002030/next.jpg,Next.exchange Token (NEXT),NEXT,NEXT,N/A,/coins/next/overview,2559,0,N/A,120000000,N/A,0x4e005a760e00e17c4912a8070eec047cfecbabbb,False,7605,Next.exchange Token
RNTB,848115,N/A,/media/30002046/rntb.jpg,BitRent (RNTB),RNTB,RNTB,N/A,/coins/rntb/overview,2560,0,N/A,1000000000,N/A,0x1fe70be734e473e5721ea57c8b5b01e6caa52686,False,7605,BitRent
XCLR,848134,N/A,/media/30002047/clr.png,ClearCoin (XCLR),XCLR,XCLR,N/A,/coins/xclr/overview,2561,0,N/A,1000000000,N/A,0xac838aee2f650a6b970ecea56d4651653c1f84a1,False,7605,ClearCoin
XBP*,848148,N/A,/media/30002048/xbp.png,BlitzPredict (XBP*),XBP*,XBP*,N/A,/coins/xbpstar/overview,2562,0,N/A,950873123.2765999986522,N/A,0x28dee01d53fed0edf5f6e310bf8ef9311513ae40,False,7605,BlitzPredict
DBC*,848257,N/A,/media/30002050/dbc.jpg,Debit Coin (DBC*),DBC*,DBC*,N/A,/coins/dbcstar/overview,2563,0,N/A,999999995,N/A,0x95408930d6323Ac7aa69e6C2CBFE58774D565fa8,False,7605,Debit Coin
SWTH,848774,N/A,/media/30002053/swh.jpg,Switcheo (SWTH),SWTH,SWTH,N/A,/coins/swth/overview,2564,0,N/A,1000000000,N/A,N/A,False,27368,Switcheo
FDZ,848819,N/A,/media/30002054/fdz.jpg,Friendz (FDZ),FDZ,FDZ,N/A,/coins/fdz/overview,2565,0,N/A,1142645649.38066,N/A,0x23352036e911a22cfc692b5e2e196692658aded9,False,7605,Friendz
VTN,848860,N/A,/media/30002055/vtn.jpg,Voltroon (VTN),VTN,VTN,N/A,/coins/vtn/overview,2566,0,N/A,20000000,N/A,32gwVYerx37pxuNG6eaiFRdya5ETpH8imNsf31VT5WqH,False,N/A,Voltroon
LION,848906,N/A,/media/30002060/lion.png,CoinLion (LION),LION,LION,N/A,/coins/lion/overview,2567,0,N/A,260471654.164815187584410879,N/A,0x2167fb82309cf76513e83b25123f8b0559d6b48f,False,7605,CoinLion
XTL,849722,N/A,/media/30002080/xtl.jpg,Stellite (XTL),XTL,XTL,CryptoNight,/coins/xtl/overview,2570,0,PoW,21000000000,N/A,N/A,False,N/A,Stellite
UCN,849732,N/A,/media/30002081/ucn.jpg,UC Coin (UCN),UCN,UCN,N/A,/coins/ucn/overview,2571,0,N/A,500000000,N/A,0xb236e2477b8ed34b203b60e2b88884ee5b31a3c3,False,7605,UC Coin
HUR,849743,N/A,/media/30002083/hur.png,Hurify (HUR),HUR,HUR,N/A,/coins/hur/overview,2572,0,N/A,273125000,N/A,0xcdb7ecfd3403eef3882c65b761ef9b5054890a47,False,7605,Hurify
BRIA,849782,N/A,/media/30002084/bria.jpg,Briacoin (BRIA),BRIA,BRIA,Scrypt,/coins/bria/overview,2573,0,PoW/PoS,3000000,N/A,N/A,False,N/A,Briacoin
IC,849815,N/A,/media/30002085/ic.png,Ignition (IC),IC,IC,Scrypt,/coins/ic/overview,2574,0,PoW/PoS,5000000,N/A,N/A,False,N/A,Ignition
LATX,849939,N/A,/media/30002086/latx.jpg,LatiumX (LATX),LATX,LATX,N/A,/coins/latx/overview,2575,0,N/A,300000000,N/A,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,False,7605,LatiumX
ROI,849992,N/A,/media/30002087/roi.jpg,ROIcoin (ROI),ROI,ROI,1GB AES Pattern Search,/coins/roi/overview,2576,0,PoS,N/A,N/A,N/A,False,N/A,ROIcoin
ETHPR,850066,N/A,/media/30002088/ethpr.jpg,Ethereum Premium (ETHPR),ETHPR,ETHPR,N/A,/coins/ethpr/overview,2577,0,N/A,10000000,N/A,0xb4F5438c3C2A682da351Ab6b57edC8530efD67bE,False,7605,Ethereum Premium
MNB,850772,N/A,/media/30002097/mnb.jpg,MoneyBag (MNB),MNB,MNB,X11,/coins/mnb/overview,2578,0,PoS,50000000,N/A,N/A,False,N/A,MoneyBag
ACH,850785,N/A,/media/30002098/ach.jpg,AchieveCoin (ACH),ACH,ACH,Equihash,/coins/ach/overview,2579,0,PoW,N/A,N/A,N/A,False,N/A,AchieveCoin
BTL,850816,N/A,/media/30002099/btl.jpg,Bitrolium (BTL),BTL,BTL,Equihash,/coins/btl/overview,2580,0,PoW,70000000,N/A,N/A,False,N/A,Bitrolium
GOAL,850825,N/A,/media/30002100/goal.jpg,Goal Bonanza (GOAL),GOAL,GOAL,N/A,/coins/goal/overview,2581,0,N/A,701710239.26602970050569227,N/A,0x7b69b78cc7fee48202c208609ae6d1f78ce42e13,False,7605,Goal Bonanza
RAC,850831,N/A,/media/30002101/rac.jpg,RAcoin (RAC),RAC,RAC,N/A,/coins/rac/overview,2582,0,N/A,20000000000,N/A,N/A,False,7605,RAcoin
BEX,850836,N/A,/media/30002102/bex.png,BEX token (BEX),BEX,BEX,N/A,/coins/bex/overview,2583,0,N/A,21000000,N/A,N/A,False,7605,BEX token
EZT,850994,N/A,/media/30002107/ezt.jpg,EZToken (EZT),EZT,EZT,N/A,/coins/ezt/overview,2586,0,N/A,50000000,N/A,0x5e6016ae7d7c49d347dcf834860b9f3ee282812b,False,7605,EZToken
SOL,851021,N/A,/media/30002110/sol.jpg,Sola (SOL),SOL,SOL,N/A,/coins/sol/overview,2588,0,N/A,127864775,N/A,0x1f54638b7737193ffd86c19ec51907a7c41755d8,False,7605,Sola
VIC,851066,N/A,/media/30002111/vic.jpg,Victorium (VIC),VIC,VIC,Dagger-Hashimoto,/coins/vic/overview,2590,0,PoW,N/A,N/A,N/A,False,N/A,Victorium
XCM,851104,N/A,/media/30002112/xcm1.jpg,CoinMetro (XCM),XCM,XCM,N/A,/coins/xcm/overview,2591,0,N/A,N/A,N/A,0x590d696fb9d858a3f7bebb9f2f07b2aede24a215,False,7605,CoinMetro
NFN,851117,N/A,/media/30002113/nfn.jpg,Nafen (NFN),NFN,NFN,N/A,/coins/nfn/overview,2592,0,N/A,212625000,N/A,N/A,False,7605,Nafen
CEEK,853825,N/A,/media/30002124/ceek.png,CEEK Smart VR Token (CEEK),CEEK,CEEK,N/A,/coins/ceek/overview,2593,0,N/A,1000000000,N/A,0xb056c38f6b7dc4064367403e26424cd2c60655e1,False,7605,CEEK Smart VR Token
WIIX,855136,N/A,/media/30002135/wiix.jpg,Wiix (WIIX),WIIX,WIIX,N/A,/coins/wiix/overview,2594,0,N/A,2100000000,N/A,N/A,False,7605,Wiix
EOSDAC,855289,N/A,/media/30002139/eosdac.png,eosDAC (EOSDAC),EOSDAC,EOSDAC,N/A,/coins/eosdac/overview,2595,0,N/A,1200000000,N/A,0x7e9e431a0b8c4d532c745b1043c7fa29a48d4fba,False,7605,eosDAC
BCI,855539,N/A,/media/30002141/bci.jpg,Bitcoin Interest (BCI),BCI,BCI,Equihash,/coins/bci/overview,2596,0,PoW,22300000,N/A,N/A,False,N/A,Bitcoin Interest
MEDIC,855870,N/A,/media/30002146/medic.jpg,MedicCoin (MEDIC),MEDIC,MEDIC,Scrypt,/coins/medic/overview,2597,0,PoS,500000000,N/A,N/A,False,N/A,MedicCoin
BBC,856119,N/A,/media/30002148/bbc.png,TraDove (BBC),BBC,BBC,N/A,/coins/bbc/overview,2598,0,N/A,400000000,N/A,0xe7D3e4413E29ae35B0893140F4500965c74365e5,False,7605,TraDove
KWH,856128,N/A,/media/30002147/kwh.jpg,KWHCoin (KWH),KWH,KWH,N/A,/coins/kwh/overview,2599,0,N/A,195000000,N/A,0xebc7cd2684dd96619841c7994343c5a8bda94b10,False,7605,KWHCoin
CTXC,856139,N/A,/media/30002149/ctxc.png,Cortex (CTXC),CTXC,CTXC,N/A,/coins/ctxc/overview,2600,0,N/A,299792458,N/A,0xea11755ae41d889ceec39a63e6ff75a02bc1c00d,False,7605,Cortex
VLD,856890,N/A,/media/30002154/vld.jpg,Valid (VLD),VLD,VLD,N/A,/coins/vld/overview,2602,0,N/A,1000000000 ,N/A,0x922ac473a3cc241fd3a0049ed14536452d58d73c,False,7605,Valid
FTX,856962,N/A,/media/30002155/ftx.jpg,FintruX (FTX),FTX,FTX,N/A,/coins/ftx/overview,2603,0,N/A,100000000,N/A,0xd559f20296ff4895da39b5bd9add54b442596a61,False,7605,FintruX
GSI,858189,N/A,/media/30002166/gsi.png,Globex SCI (GSI),GSI,GSI,N/A,/coins/gsi/overview,2604,0,N/A,43500000,N/A,N/A,False,N/A,Globex SCI
BDP,858205,N/A,/media/34478179/bdp.png,Bidipass (BDP),BDP,BDP,N/A,/coins/bdp/overview,2605,0,N/A,N/A,N/A,N/A,False,7605,Bidipass
FLM,859637,N/A,/media/30002171/flm.jpg,FOLM coin (FLM),FLM,FLM,PHI1612,/coins/flm/overview,2606,0,PoW,23001916,N/A,N/A,False,N/A,FOLM coin
ALPS,859662,N/A,/media/30002172/alps.jpg,Alpenschillling (ALPS),ALPS,ALPS,Lyra2Z,/coins/alps/overview,2607,0,PoW,300000000,N/A,N/A,False,N/A,Alpenschillling
ZEL,859692,N/A,/media/30002173/zel.jpg,Zelcash (ZEL),ZEL,ZEL,Equihash,/coins/zel/overview,2608,0,PoW/PoS,210000000,N/A,N/A,False,N/A,Zelcash
BKC,860049,N/A,/media/30002175/bkc.jpg,Balkancoin (BKC),BKC,BKC,CryptoNight,/coins/bkc/overview,2609,0,PoW,N/A,N/A,N/A,False,N/A,Balkancoin
BITG,860065,N/A,/media/30002176/bitg.jpg,Bitcoin Green (BITG),BITG,BITG,Green Protocol,/coins/bitg/overview,2610,0,PoS,21000000,N/A,N/A,False,N/A,Bitcoin Green
DEV,860154,N/A,/media/30002202/dev.jpg,Deviant Coin (DEV),DEV,DEV,PoS,/coins/dev/overview,2612,0,PoS,88000000,N/A,N/A,False,N/A,Deviant Coin
CHT,860166,N/A,/media/30002203/cht.png,Countinghouse Fund (CHT),CHT,CHT,N/A,/coins/cht/overview,2614,0,N/A,50000000,N/A,N/A,False,7605,Countinghouse Fund
GEX,860192,N/A,/media/30002206/gex.jpg,GreenX (GEX),GEX,GEX,N/A,/coins/gex/overview,2615,0,N/A,375000000,N/A,0xdac15794f0fadfdcf3a93aeaabdc7cac19066724,False,7605,GreenX
ABJ,860230,N/A,/media/30002209/abj.png,Abjcoin (ABJ),ABJ,ABJ,Scrypt,/coins/abj/overview,2616,0,PoW/PoS,30000000,N/A,N/A,False,N/A,Abjcoin
FTW,860320,N/A,/media/30002211/ftw.jpg,FutureWorks (FTW),FTW,FTW,N/A,/coins/ftw/overview,2618,0,N/A,1000000000,N/A,0x5ab468e962637e4eecd6660f61b5b4a609e66e13,False,7605,FutureWorks
RAP,860887,N/A,/media/30002214/rap.jpg,Rapture (RAP),RAP,RAP,NeoScrypt,/coins/rap/overview,2619,0,PoW,21000000,N/A,N/A,False,N/A,Rapture
ARTE,860889,N/A,/media/30002216/arte.jpg,Artemine (ARTE),ARTE,ARTE,N/A,/coins/arte/overview,2620,0,N/A,598304.64852309844735,N/A,0x5f6e7fb7fe92ea7822472bb0e8f1be60d6a4ea50,False,7605,Artemine
ANI,860930,N/A,/media/30002219/ani.png,Animecoin (ANI),ANI,ANI,Quark,/coins/ani/overview,2621,0,PoW,1976000000,N/A,N/A,False,N/A,Animecoin
PHC,860938,N/A,/media/30002220/phc.jpg,Profit Hunters Coin (PHC),PHC,PHC,Scrypt,/coins/phc/overview,2622,0,PoW/PoS,100000000,N/A,N/A,False,N/A,Profit Hunters Coin
ETHM,860990,N/A,/media/30002221/ethm.jpg,Ethereum Meta (ETHM),ETHM,ETHM,N/A,/coins/ethm/overview,2623,0,N/A,96571598,N/A,0x56b6431f45d08eed55f34371386326c739eacbcc,False,7605,Ethereum Meta
RAC*,861301,N/A,/media/30002225/rac.png,RoboAdvisorCoin (RAC*),RAC*,RAC*,N/A,/coins/racstar/overview,2627,0,N/A,4000000,N/A,0x342ba159f988f24f0b033f3cc5232377ee500543,False,7605,RoboAdvisorCoin
SENC,861348,N/A,/media/30002228/senc.jpg,Sentinel Chain (SENC),SENC,SENC,N/A,/coins/senc/overview,2628,0,N/A,500000000,N/A,0xa13f0743951b4f6e3e3aa039f682e17279f52bc3,False,7605,Sentinel Chain
PAT,862146,N/A,/media/30002231/pat.png,PATRON (PAT),PAT,PAT,N/A,/coins/pat/overview,2629,0,N/A,400000000,N/A,0xF3b3Cad094B89392fcE5faFD40bC03b80F2Bc624,False,7605,PATRON
LIGER,862380,N/A,/media/30002232/liger.jpg,Ligercoin (LIGER),LIGER,LIGER,N/A,/coins/liger/overview,2630,0,N/A,2700000000,N/A,N/A,False,7605,Ligercoin
CHFN,862873,N/A,/media/30002224/noku.jpg,NOKU CHF (CHFN),CHFN,CHFN,N/A,/coins/chfn/overview,2631,0,N/A,N/A,N/A,N/A,False,7605,NOKU CHF
LEU,862968,N/A,/media/30002242/leu.jpg,CryptoLEU (LEU),LEU,LEU,N/A,/coins/leu/overview,2633,0,N/A,1200000000,N/A,0x80754f5833c606d6443cfa315d933ad599fc3d07,False,7605,CryptoLEU
SWC,863074,N/A,/media/30002243/swc.png,Scanetchain Token (SWC),SWC,SWC,N/A,/coins/swc/overview,2634,0,N/A,N/A,N/A,0x924c5E9c9e2124F00F0Ca6dd9881235906925d8B,False,7605,Scanetchain Token
SEM,863210,N/A,/media/30002248/sem.jpg,Semux (SEM),SEM,SEM,Semux BFT consensus,/coins/sem/overview,2638,0,DPoS,100000000,N/A,N/A,False,N/A,Semux
DARX,863225,N/A,/media/30002249/darx.png,Bitdaric (DARX),DARX,DARX,Scrypt,/coins/darx/overview,2639,0,PoW,N/A,N/A,N/A,False,N/A,Bitdaric
BBK,863235,N/A,/media/30002250/bbk.jpg,BitBlocks (BBK),BBK,BBK,Scrypt,/coins/bbk/overview,2640,0,PoW/PoS,500000000,N/A,N/A,False,N/A,BitBlocks
RAC**,863251,N/A,/media/30002261/logo_robet_256.png,RoBET (RAC**),RAC**,RAC**,N/A,/coins/racstarstar/overview,2641,0,N/A,4000000,N/A,0x342ba159f988f24f0b033f3cc5232377ee500543,False,7605,RoBET
NCT,864038,N/A,/media/30002262/nct.png,PolySwarm (NCT),NCT,NCT,N/A,/coins/nct/overview,2642,0,N/A,1885913076,N/A,0x9e46a38f5daabe8683e10793b06749eef7d733d1,False,7605,PolySwarm
UWC,866283,N/A,/media/30002269/uwc.jpg,Uwezocoin (UWC),UWC,UWC,Scrypt,/coins/uwc/overview,2643,0,PoW,840000000,N/A,N/A,False,N/A,Uwezocoin
UUU,866334,N/A,/media/30002272/uuu.png,U Network (UUU),UUU,UUU,N/A,/coins/uuu/overview,2644,0,N/A,10000000000,N/A,0x3543638ed4a9006e4840b105944271bcea15605d,False,7605,U Network
XHV,866346,N/A,/media/30002273/xhv.png,Haven Protocol (XHV),XHV,XHV,CryptoNight Heavy,/coins/xhv/overview,2645,0,PoW,N/A,N/A,N/A,False,N/A,Haven Protocol
CPX,866357,N/A,/media/30002271/cpx.jpg,Apex Token (CPX),CPX,CPX,N/A,/coins/cpx/overview,2646,0,DPoS,N/A,N/A,N/A,False,27368,Apex Token
DOCK,866363,N/A,/media/30002275/dock.png,Dock.io (DOCK),DOCK,DOCK,N/A,/coins/dock/overview,2647,0,N/A,1000000000,N/A,0xe5dada80aa6477e85d09747f2842f7993d0df71c,False,7605,Dock.io
ADH,866454,N/A,/media/30002279/adh.jpg,Adhive (ADH),ADH,ADH,N/A,/coins/adh/overview,2652,0,N/A,392000000,N/A,0xe69a353b3152dd7b706ff7dd40fe1d18b7802d31,False,7605,Adhive
ZLA,866472,N/A,/media/30002280/zla.jpg,Zilla (ZLA),ZLA,ZLA,N/A,/coins/zla/overview,2653,0,N/A,60000000,N/A,0xfd8971d5e8e1740ce2d0a84095fca4de729d0c16,False,7605,Zilla
LIF,866491,N/A,/media/30002281/lif.jpg,Winding Tree (LIF),LIF,LIF,N/A,/coins/lif/overview,2654,0,N/A,24976541.45,N/A,0xeb9951021698b42e4399f9cbb6267aa35f82d59d,False,7605,Winding Tree
EFX,866525,N/A,/media/30002284/efx.jpg,The EFFECT Network (EFX),EFX,EFX,N/A,/coins/efx/overview,2657,0,N/A,650000000,N/A,N/A,False,N/A,The EFFECT Network
LND,866546,N/A,/media/30002285/lnd.jpg,Lendingblock (LND),LND,LND,N/A,/coins/lnd/overview,2658,0,N/A,999999999.99,N/A,0x0947b0e6d821378805c9598291385ce7c791a6b2,False,7605,Lendingblock
MRP*,866622,N/A,/media/30002287/mrp.png,MoneyRebel (MRP*),MRP*,MRP*,N/A,/coins/mrpstar/overview,2660,0,N/A,1200000000,N/A,N/A,False,7605,MoneyRebel
FTO,866629,N/A,/media/30002288/fto.png,FuturoCoin (FTO),FTO,FTO,X11,/coins/fto/overview,2661,0,PoW,100000000,N/A,N/A,False,N/A,FuturoCoin
HPAY,866749,N/A,/media/34478006/hpay.png,HadePay (HPAY),HPAY,HPAY,N/A,/coins/hpay/overview,2662,0,N/A,75000000,N/A,0x0854dcbdcd026c0b534b09608adb3f2bf6baacd0,False,7605,HadePay
SIG,867303,N/A,/media/30002295/sig.jpg,Signal (SIG),SIG,SIG,N/A,/coins/sig/overview,2663,0,N/A,378851756.13266843846580845,N/A,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,False,7605,Signal
CARE,867550,N/A,/media/30002297/care.jpg,Carebit (CARE),CARE,CARE,Quark,/coins/care/overview,2664,0,PoW/PoS,200000000,N/A,N/A,False,N/A,Carebit
NZL,867958,N/A,/media/30002301/nzl.jpg,Zealium (NZL),NZL,NZL,PoS,/coins/nzl/overview,2665,0,PoS,80000000,N/A,N/A,False,N/A,Zealium
TBT,867980,N/A,/media/30002303/tbt.jpg,T-BOT (TBT),TBT,TBT,N/A,/coins/tbt/overview,2666,0,N/A,30000000,N/A,0xafe60511341a37488de25bef351952562e31fcc1,False,7605,T-BOT
OAK,869101,N/A,/media/30002320/oak.png,Acorn Collective (OAK),OAK,OAK,N/A,/coins/oak/overview,2669,0,N/A,65000000,N/A,N/A,False,7605,Acorn Collective
DML,869896,N/A,/media/30002332/dml.jpg,Decentralized Machine Learning (DML),DML,DML,N/A,/coins/dml/overview,2670,0,N/A,272937006.725531320881272256,N/A,0xbcdfe338d55c061c084d81fd793ded00a27f226d,False,7605,Decentralized Machine Learning
GEM,870119,N/A,/media/30002334/gem.jpg,Gems (GEM),GEM,GEM,N/A,/coins/gem/overview,2671,0,N/A,8000000000,N/A,0xc7bba5b765581efb2cdd2679db5bea9ee79b201f,False,7605,Gems
TIPS,870188,N/A,/media/30002340/tips.jpg,FedoraCoin (TIPS),TIPS,TIPS,Scrypt,/coins/tips/overview,2672,0,PoW,500000000000,N/A,N/A,False,N/A,FedoraCoin
MOS,876007,N/A,/media/32655838/mos.jpg,MOS Coin (MOS),MOS,MOS,N/A,/coins/mos/overview,2673,0,N/A,10000000000,N/A,N/A,False,7605,MOS Coin
TBX,876072,N/A,/media/32655844/tbx.jpg,Tokenbox (TBX),TBX,TBX,N/A,/coins/tbx/overview,2674,0,N/A,16051589.782693112363990381,N/A,0x3a92bd396aef82af98ebc0aa9030d25a23b11c6b,False,7605,Tokenbox
PNT,876093,N/A,/media/32655845/pnt.jpg,Penta (PNT),PNT,PNT,N/A,/coins/pnt/overview,2675,0,N/A,100000000000,N/A,0x53066cddbc0099eb6c96785d9b3df2aaeede5da3,False,7605,Penta
WIN,876102,N/A,/media/32655846/win.jpg,WCoin (WIN),WIN,WIN,N/A,/coins/win/overview,2676,0,N/A,56642698.62073188,N/A,0x899338b84d25ac505a332adce7402d697d947494,False,7605,WCoin
CHARM,876241,N/A,/media/32655849/charm.jpg,Charm Coin (CHARM),CHARM,CHARM,NeoScrypt,/coins/charm/overview,2677,0,PoW,250000000,N/A,N/A,False,N/A,Charm Coin
PROTON,876257,N/A,/media/32655850/proton.jpg,Proton (PROTON),PROTON,PROTON,X16R,/coins/proton/overview,2678,0,PoS,45000000,N/A,N/A,False,N/A,Proton
CRS,876290,N/A,/media/32655853/crs.jpg,Cryptoreal (CRS),CRS,CRS,Lyra2Z,/coins/crs/overview,2679,0,N/A,10883430.20109789,N/A,N/A,False,N/A,Cryptoreal
DERO,876324,N/A,/media/32655854/dero.jpg,Dero (DERO),DERO,DERO,CryptoNight,/coins/dero/overview,2680,0,PoW,18400000,N/A,N/A,False,N/A,Dero
DEAL,876352,N/A,/media/32655855/deal.jpg,iDealCash (DEAL),DEAL,DEAL,Scrypt,/coins/deal/overview,2681,0,PoW/PoS,5121951220,N/A,N/A,False,N/A,iDealCash
JUMP,876359,N/A,/media/32655856/jump.jpg,Jumpcoin (JUMP),JUMP,JUMP,NIST5,/coins/jump/overview,2682,0,PoW,21000000,N/A,N/A,False,N/A,Jumpcoin
ZCO,876390,N/A,/media/32655858/zco.jpg,Zebi Coin (ZCO),ZCO,ZCO,N/A,/coins/zco/overview,2683,0,N/A,500000000,N/A,0x2008e3057bd734e10ad13c9eae45ff132abc1722,False,7605,Zebi Coin
KRL,877048,N/A,/media/32655864/krl.jpg,Kryll (KRL),KRL,KRL,N/A,/coins/krl/overview,2684,0,N/A,49417348,N/A,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,False,7605,Kryll
SRC**,877266,N/A,/media/32655868/srccc.jpg,SwissRealCoin (SRC**),SRC**,SRC**,N/A,/coins/srcstarstar/overview,2688,0,N/A,1000000000,N/A,N/A,False,7605,SwissRealCoin
IFX,877310,N/A,/media/32655870/ifx.png,Infinex (IFX),IFX,IFX,Lyra2RE,/coins/ifx/overview,2690,0,PoW,26280000,N/A,N/A,False,N/A,Infinex
0XBTC,877383,N/A,/media/32655871/0xbtc.jpg,0xBitcoin (0xBTC),0xBTC,0XBTC,N/A,/coins/0xbtc/overview,2691,0,N/A,21000000,N/A,0xb6ed7644c69416d67b522e20bc294a9a9b405b31,False,7605,0xBitcoin
EDU,878068,N/A,/media/34478255/edu.png,EduCoin (EDU),EDU,EDU,N/A,/coins/edu/overview,2695,0,N/A,15000000000,N/A,0xf263292e14d9d8ecd55b58dad1f1df825a874b7c,False,7605,EduCoin
PCL,878206,N/A,/media/32655889/pcl.jpg,Peculium (PCL),PCL,PCL,N/A,/coins/pcl/overview,2696,0,N/A,14795299999.99999999,N/A,0x3618516f45cd3c913f81f9987af41077932bc40d,False,7605,Peculium
MITX,879004,N/A,/media/32655903/mitx.jpg,Morpheus Infrastructure Token (MITX),MITX,MITX,N/A,/coins/mitx/overview,2698,0,N/A,1000000000,N/A,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,False,7605,Morpheus Infrastructure Token
NBAI,879035,N/A,/media/32655907/nbai.jpg,Nebula AI (NBAI),NBAI,NBAI,N/A,/coins/nbai/overview,2700,0,N/A,4770681724.7858435416168,N/A,0x17f8afb63dfcdcc90ebe6e84f060cc306a98257d,False,7605,Nebula AI
CVT,879044,N/A,/media/32655908/cvt.jpg,CyberVein (CVT),CVT,CVT,N/A,/coins/cvt/overview,2701,0,N/A,2147483648,N/A,0xbe428c3867f05dea2a89fc76a102b544eac7f772,False,7605,CyberVein
BETT,879856,N/A,/media/32655922/bett.jpg,Bettium (BETT),BETT,BETT,N/A,/coins/bett/overview,2704,0,N/A,1000000000,N/A,N/A,False,7605,Bettium
NOAH,882302,N/A,/media/32655930/noah.jpg,NOAHCOIN (NOAH),NOAH,NOAH,N/A,/coins/noah/overview,2705,0,N/A,91584000000,N/A,0x58a4884182d9e835597f405e5f258290e46ae7c2,False,7605,NOAHCOIN
PAL,883061,N/A,/media/32655935/pal.png,PolicyPal Network (PAL),PAL,PAL,N/A,/coins/pal/overview,2706,0,N/A,1000000000,N/A,0xfedae5642668f8636a11987ff386bfd215f942ee,False,7605,PolicyPal Network
ENU,883094,N/A,/media/32655936/enu.jpg,Enumivo (ENU),ENU,ENU,N/A,/coins/enu/overview,2707,0,N/A,500000000,N/A,0x275b69AA7c8C1d648A0557656bCe1C286e69a29d,False,7605,Enumivo
BFDT,883311,N/A,/media/32655938/bfdt.jpg,Befund (BFDT),BFDT,BFDT,N/A,/coins/bfdt/overview,2708,0,N/A,2000000000,N/A,N/A,False,7605,Befund
KEP,883514,N/A,/media/32655941/kep.png,Kepler (KEP),KEP,KEP,N/A,/coins/kep/overview,2709,0,N/A,100000000,N/A,0x7c5cf07b5c7d4b7f7cd001e96ec7e7189a155773,False,7605,Kepler
RUBY,883748,N/A,/media/32655942/ruby.png,Rubius (RUBY),RUBY,RUBY,N/A,/coins/ruby/overview,2710,0,N/A,300000000,N/A,0x18327954a2eDE43E027b597cF7e3652ecC89a265,False,7605,Rubius
GSC,884902,N/A,/media/33187819/gsc.png,Global Social Chain (GSC),GSC,GSC,N/A,/coins/gsc/overview,2713,0,N/A,1000000000,N/A,0x228ba514309ffdf03a81a205a6d040e429d6e80c,False,7605,Global Social Chain
VLUX,885469,N/A,/media/33187827/vlux.png,VLUX (VLUX),VLUX,VLUX,N/A,/coins/vlux/overview,2716,0,N/A, 85000000,N/A,N/A,False,7605,VLUX
MT*,885623,N/A,/media/33187831/mt.png,MyToken (MT*),MT*,MT*,N/A,/coins/mtstar/overview,2718,0,N/A,4000000000,N/A,0x9b4e2b4b13d125238aa0480dd42b4f6fc71b37cc,False,7605,MyToken
SSH,885637,N/A,/media/33187832/ssh.png,StreamSpace (SSH),SSH,SSH,N/A,/coins/ssh/overview,2719,0,N/A,1000000000,N/A,0x6e2050cbfb3ed8a4d39b64cc9f47e711a03a5a89,False,7605,StreamSpace
XBI,886928,N/A,/media/33187835/btci.jpg,Bitcoin Incognito (XBI),XBI,XBI,XEVAN,/coins/xbi/overview,2720,0,PoS/PoW,21000000,N/A,N/A,False,N/A,Bitcoin Incognito
TRUE,887527,N/A,/media/33187843/true.jpg,True Chain (TRUE),TRUE,TRUE,N/A,/coins/true/overview,2722,0,N/A,100000000,N/A,0xA4d17AB1eE0efDD23edc2869E7BA96B89eEcf9AB,False,7605,True Chain
MRK,887531,N/A,/media/33187844/mrk.jpg,MARK.SPACE (MRK),MRK,MRK,N/A,/coins/mrk/overview,2723,0,PoW,3000000000,N/A,0xf453b5b9d4e0b5c62ffb256bb2378cc2bc8e8a89,False,7605,MARK.SPACE
FRV,887639,N/A,/media/33187842/bcdw9qea_400x400.jpg,Fitrova (FRV),FRV,FRV,N/A,/coins/frv/overview,2724,0,N/A,7588648240,N/A,0x48df4e0296f908ceab0428a5182d19b31fc037d6,False,7605,Fitrova
WINS,887666,N/A,/media/33187846/wins.png,WinStars (WINS),WINS,WINS,N/A,/coins/wins/overview,2725,0,N/A,150000000,N/A,N/A,False,7605,WinStars
XES,887706,N/A,/media/33187847/rsz_fengcry6_400x400.jpg,Proxeus (XES),XES,XES,N/A,/coins/xes/overview,2726,0,N/A,300000000,N/A,0xa017ac5fac5941f95010b12570b812c974469c2c,False,7605,Proxeus
